en_text,jp_text,google_translated,score,semantic_score
"Oh, that action game where you fight by kicking?",	あの蹴りで戦うアクションゲーム,Action game fighting with that kick,0.21428571428571427,0.77448225
"If you touch the townspeople, you'll get a combo attack that ends in instant death.",	町の住人に触ると連続ヒットして即死するんだよな,"If you touch the residents of the town, they hit continuously and die immediately",0.19230769230769232,0.65308464
"The game is so bad that the trick to winning is hitting ""continue"".",	コンティニューは裏技みたいなゲームだな,Continue is a game like trick,0.25,0.7869926
How do you know that much?!,	何でそんなに詳しいの,Why is that much more detailed,0.16666666666666666,0.29681858
"So that if you clear it, you can be proud.",	クリアすれば自慢できるじゃん,You can boast if you clear it,0.4166666666666667,0.56008315
That's what games are all about.,	お前 いいこというな,You are not saying,0.09090909090909093,0.15711948
"Have you ever played the ninja game ""The Legend ** Kage""?",	お前ら 影○伝説って忍者ゲーム やったことある,You guys ○ I have done a ninja game,0.2222222222222222,0.60926783
Nope.,	ないな,Not,0.0,0.5038041
"Hey, didn't the wind just now...",	いま なんか風の音がさあ,The sound of the wind is now,0.25,0.6386512
Good morning.,	おはようございます,good morning,0.6666666666666666,0.93756306
"Hey, about those printouts I handed out at the end of the term...",	あのさ 終業式のときに配ったプリント,Printed at the time of the end of the day,0.2352941176470588,0.53109044
There was an error in them.,	あれ 間違えがあったのよね,There was a mistake,0.2222222222222222,0.61807495
But it looks like I forgot to contact your group.,	どうもあんたらグループだけ連絡忘れたみたい,It seems that only a group forgot to contact you,0.3125,0.8351093
Tadakuni's little sister...,	タダクニの妹,Tadakuni's sister,0.6,0.95216185
Why is she at North High?,	何で北校に,What is the school,0.1,0.10092165
there's something I need to ask you.,	その 少し相談したいことが,That's what I want to talk,0.2307692307692308,0.39720508
Ask us?,	相談,consultation,0.0,0.21550836
Did something happen?,	何かあったのか,Did something happen,0.75,0.84345347
Yeah.,	ちょっとね,A little bit,0.0,0.21085766
I was confessed to at school.,	学校で告白されたんです,I was confessed at school,0.7142857142857143,0.9796686
Really?,	マジで,seriously,0.0,0.45316038
And then...,	そしたらですね 殴られたんです,Then I was beaten,0.16666666666666666,0.3558216
And so...,	それで今日もそいつに呼び出し食らって,So let's call it today as well,0.1,0.30716747
Would you help me out?,	助けてくれませんか,Can you help me,0.42857142857142855,0.36584735
That's quite a scary story.,	おっかね話だな 俺が行こう,I'm a story I'm going,0.2,0.48962098
Wait a minute.,	ちょっと待って,Wait a minute,0.75,0.891683
"Hey, do you know why he hit you?",	な 妹 なぜ殴られたかはわかるか,Do you know why you were beaten?,0.4545454545454545,0.60357964
You should do something about that yourself.,	そうか それは自分で何とかすべきだよ,"So, it should be something",0.16666666666666666,0.27877185
Please cut me some slack!,	そんな ちょっと勘弁してくださいよ,Please forgive me such a little,0.2,0.367975
"Karasawa, you're the only one I can ask!",	こんなこと頼めるの唐沢さんしかいないんですから,There is only Karasawa who can rely on such a thing,0.15789473684210525,0.6389823
"Even if us older guys came, it would change nothing.",	年上が出ていっても解決にはならないから,Because it will not be solved even if the older comes out,0.2,0.20757858
Excuse me.,	失礼します,Excuse me,0.6666666666666666,0.8863532
Why did it end up like this?,	は 何でこんなことになったんだろ,What did you do?,0.18181818181818185,0.17863514
Ugh.,	いやだな,No longer,0.0,0.19844438
My stomach hurts. I don't wanna do this...,	胃が痛い 気が重い,My stomach is painful,0.15384615384615385,0.69980764
And keep on hitting him.,	ボコボコにする,Bokoboko,0.0,0.10107509
I'm sorry.,	ごめん,sorry,0.25,0.5420318
"As expected, there wasn't a problem.",	私にも悪いところがあったな,There was a bad thing to me,0.2307692307692308,0.376687
Were you listening?!,	お前聞いてたのか,Were you guessed,0.3333333333333333,0.39344943
"Shit, I couldn't be a hero!",	くそ ヒーローになり損ねたか,Did not lose to become a hero,0.14285714285714285,0.62091696
At least try to disguise yourself!,	取り越し苦労か,Is it difficult to move,0.09090909090909093,0.06758801
Ringo... Miss Ringo.,	林檎ちゃん さん,Mr. Ringo,0.2,0.86521316
How... may we help you?,	巷でそういう噂でもたってるんですか,Do you have such rumors in the way?,0.14285714285714285,0.043812647
There something I want to ask.,	ちょっと 聞きたいことがあるんだけど いい,I have something I want to hear a little,0.3636363636363637,0.49178818
"Lately,",	この間ね,This time,0.0,0.31549785
"At the very least, men don't care about height.",	少なくとも 男は身長は気にしませんし,At least a man does not care about height,0.3125,0.9291803
You guys are too considerate so I can't really trust your opinion.,	私ってそんなに小さいかな,I wonder if I was so little,0.1111111111111111,0.11852997
Where's the idiot President?,	あほうの会長は,The president of,0.2857142857142857,0.5220256
He's in the next classroom over.,	隣の教室にいます,I am in the next classroom,0.4,0.6452853
I'll ask him.,	そうだ クイズでもしましょう,That's right.,0.125,0.22963919
Please wait!,	待ってください,please wait,0.6666666666666666,0.8720168
"No really, you're normal!",	いや マジで普通ですよ 気にすることないです,"No, I'm really normal I can't worry",0.3333333333333333,0.7973178
Let's do a quiz!,	やつに聞こう,Like a guy,0.125,0.10324453
How old is our vice president?,	うちの副会長は何歳でしょう,How old is the vice chairman of the house,0.3636363636363637,0.6925209
Are you serious?,	それは本気で言ってるんですか,Do you really say that?,0.25,0.40272805
"Question number two! In Japan, are there more upward slopes or downward slopes?",	第二問 日本には上り坂と下り坂どちらが多いてしょうか,Second questions There are many Midsaka and downhill,0.09523809523809523,0.53499657
Huh?,	あいや 違うか,Is it something different?,0.16666666666666666,0.22755316
"Well, there's a lot of mountains in Japan, so upward...",	え それは日本は山が多いから登るでしょう,It will climb it because Japan has many mountains,0.10526315789473684,0.734505
They're the same thing!,	同じじゃないの,It is not the same,0.2222222222222222,0.56026113
What're you trying to pull?,	なんなのよ 先から,What is it?,0.2222222222222222,0.20561922
Meow.,	ミャー,Merm,0.0,0.18928856
Did you hear a cat just now?,	いま 猫の声しなかった,Now did not call a cat,0.4,0.608568
Yes.,	う うん,No,0.0,0.55981857
Is it nearby?,	近くにいるのかな,Is it nearby?,1.0,1.0000001
"Meow, meow.",	ミャ ミャ,Miaa,0.0,0.23136403
"Here, kitty!",	おいでおいで,Hey,0.0,0.22996125
"Oh, it's been a while, Ringo.",	おや お久しぶりです 林檎ちゃん,It is a long time no see,0.14285714285714285,0.24156514
What's wrong?,	もう なんなんのよ,What's more,0.4,0.2565658
Dragon Quest 6 is really good,	ドラクエ６ 超面白いですぜ,Dorakue 6 Superfood is white,0.2222222222222222,0.21260783
Do you think I'm tiny?,	わたしって 小さいと思う,I think it is small,0.2,0.4704191
Crap.,	だめか,Merely,0.0,0.25173512
You are you.,	林檎ちゃんは林檎ちゃんでしょう,Ringo-chan will be apple-chan,0.0,0.11770635
I think you're wonderful just the way you are.,	今の姿形の林檎ちゃんが一番素敵だと思いますよ,I think this figure of Ringo is the most wonderful,0.25,0.24816725
What did you want him to say?,	な な 何言ってんのよあんたは,What's wrong?,0.2,0.17315643
I have a favor to ask.,	すいません 頼みたいことがあるんですけど,I'm sorry I have something I want to ask,0.3636363636363637,0.48556548
"Then,",	あ はい,"Oh, yes",0.25,0.46931508
write down your name and address on this paper. Then tell us your request.,	じゃあ この紙に住所と名前を,Then the address and name on this paper,0.4666666666666667,0.6238996
How many has it been?,	これで何人目だ,How many people are,0.25,0.47979823
My dog is missing...,	飼い犬が行方不明になっちゃいまして,A dog is missing,0.5,0.78176266
Will you help me look for him?,	探してくれませんか,Do you look for me,0.4444444444444444,0.5379237
This is all your fault!,	こうなったのも全部お前が悪い,All you have made this happiness,0.2,0.3278134
Me?,	俺,me,0.5,0.7594137
"Because that reputation got around, this is how it ended up!",	その評判が広まってこういうことになったんじゃないのか あー,It is not that the reputation is spreading and it is like this,0.2777777777777778,0.45856294
You should really fix your personality!,	お前も本当そういう性格直したほうがいいって,You should just fix your character really,0.5555555555555556,0.57767934
"Let's become people who can say ""No!""",	なあ NOと言える人間になろうぜ,Let's become a person who can say NO,0.5384615384615384,0.83474964
That's not what I mean!,	もう人を助けないと誓え 分かった,I sweared that I could not help people anymore,0.25,0.099518545
I picked up a dog.,	おえ 犬拾ちゃったよ どうしよ,"Oh, I bought a dog",0.3333333333333333,0.6705438
"Huh, what?",	何,what,0.25,0.4946688
"G-Getting back on topic,",	話戻すけど,Talk back,0.16666666666666666,0.30478573
I want to say that we shouldn't mistake \Nwhat the Student Council's job really is.,	生徒会の仕事を間違えるなって言いたいのよ俺は,I would like to say that the student council's work is wrong,0.4090909090909091,0.8015483
Why are you laughing so hard at the dog?,	なんで犬で大爆笑してんだよ,Why are you laughing in a dog,0.4166666666666667,0.8944544
"I understand, Motoharu.",	分かったよモトハル こうしよ,I understand Motohal this,0.2857142857142857,0.6989424
That'll be 1500 yen.,	1500円になります,It will be 1500 yen,0.375,0.95003444
That's it!,	それだ,It,0.25,0.5250661
High School Boys and the Sure-Kill Shot,	必殺シュートの練習代にさせちまって,In the practice fee of the killing shot,0.16666666666666666,0.465294
But I really need some target practice for my sure-kill shot.,	いや 本当に助かるよ,I really help,0.15384615384615385,0.21447842
"I'm no good at sports, though, so I probably won't be much help.",	運動得意じゃねえから,I'm not good at exercise,0.2222222222222222,0.3953888
"No, you're really helping me out.",	いや本当 うん すごい助かる,"No, it's really helpful",0.25,0.56686425
"If I perfect this, I'll definitely be a starter on the team!",	あんまり力になれないかもしれんけど,I may not be a power,0.17647058823529413,0.13552022
What?!,	何ー,What,0.3333333333333333,0.60781556
"This is the technique I've spent two years perfecting,",	これさえ完成すれば レギュラーは確実なんだ,"If this is completed, regular is sure",0.2,0.20753466
You can't block it!,	素人だと舐めていたか,Did you lick it as an amateur?,0.16666666666666666,0.0916071
But it may not be powerful enough.,	でも威力弱いかもな,But it might be extremely powerful,0.4,0.86524856
This is my secret move!,	これが俺の奥義だ,This is my mystery,0.42857142857142855,0.40283883
The move I sealed because it was too unfair!,	これざあまりにあれなんで封印していた技,The skill that was sealed so much,0.21428571428571427,0.5058582
"I pounded an acrylic stake into the ground beforehand,",	事前にアクリル製の杭を地面に刺しておき,Paste the pile made of acrylic in advance on the ground,0.17647058823529413,0.5050528
Later he\Nnimbly\Nretrieves it,	それにバウンドさせる反射シュートだ,It is a reflective shot to bounce it,0.1111111111111111,0.13160646
"Hey, Mitsuo!",	ちょ ミツオ君,Cho Mitsuo,0.2,0.6898465
"Calm down, Mitsuo!",	ミツオ君 落ち着いて,Mitsuo's calm down,0.5,0.8500746
he successfully became a starter,	この悔しさをバネに 彼は見事レギュラー入りを果たした,He played a regular regulatory in spring,0.2,0.419203
on the rugby team.,	ラグビー部に,Rugby club,0.16666666666666666,0.68574107
I'm not wearing them to fit into character stereotypes!,	見せる相手もいないのに 何気をつかってんのよ,I'm not a partner to show,0.2857142857142857,0.2421756
I'm wearing these because my eyes are bad!,	目が悪いからかけてんだ,I'm sorry because my eyes are bad,0.6363636363636364,0.76404965
Miss Flat Chest.,	いうじゃねえか フラットチェストが,It is not a flat chest,0.25,0.7164638
I nearly drove a corkscrew straight through your heart.,	危うくその心臓にコークスクリューぶち込むところだったわ,It was a place where I was caught in that heart,0.17647058823529413,0.38432932
I shouldn't have said that.,	やばい 変なこと言っちゃったな,I said that it was a big deal,0.25,0.35200384
I never thought you'd be worried about that sort of thing!,	まさか貴様がそんなこと気にしてるとは思わなった,I thought that I'm worried about that,0.35714285714285715,0.68253756
"You stupid bitch, leave that kind of stuff to us!",	そういうことなら私たちに任せときなさい,"If so, let's leave it to us",0.2352941176470588,0.4273023
Takahiro!,	たかひろ君,Hiro-kun,0.0,0.34628913
Why?,	なんで,why,0.5,0.80139333
I have my studies!,	私は勉強できるじゃん,I can study,0.14285714285714285,0.68269265
Ikushima has her wrestling!,	生島はレスリングがあるじゃん,Island is a wrestling,0.125,0.49649996
But...,	でもね,But you know,0.25,0.5771947
Habara's got nothing! Nothing at all!,	ないのよ 羽原には なんにも,There is no one in the featherage,0.0,0.22718625
She's really cute when she smiles!,	笑うとすっごく可愛いよ,It is very cute when laughing,0.18181818181818185,0.54182464
Can't you let me off with this?,	これで勘弁してくれないかな,I wonder if this will forgive me,0.14285714285714285,0.2881547
"Where are you going, Flat Chest?",	おい どこ行く フラットチェスト,Flat chest going to go,0.3,0.79171103
"Come back, Flat Chest!",	戻って来い フラッチェー,Come back frucic,0.2857142857142857,0.48077452
"Go apologize, Takahiro!",	謝れ たかひろ,I apologize,0.16666666666666666,0.568118
"Well, uh...",	そういや 昔の羽原は名の知れた虐め子だったもんね,"Well, the old fush origin was a nameless crazy crazy",0.16666666666666666,0.118456684
"back in elementary school, Habara bullied me a lot.",	いや だってさ 俺小学校の頃羽原にすごい虐められてたし,I'm sorry I was a great hit in Hagara at elementary school,0.21052631578947367,0.5046565
All the high school boys around here,	ここら一帯の男子高校生は羽原の名前を聞いただけて震えやがるぜ,Men's high school students in the band will be trembled by hearing the name of the feathers,0.15,0.35931042
She was called the Archdemon of East Yada Elementary.,	矢田東小のアークデーモンとか言われてたし,It was said that Ark Demong of Yada Higashi,0.1875,0.40593532
from the 1st up through 4th grade to take her down.,	第一小から第四小のすご腕が集められたほどでさ,The first small to four small arms are collected,0.1111111111111111,0.14544201
Is she a monster?,	モンスターか,Is it a monster?,0.6666666666666666,0.77648264
Perhaps it's better for her to leave town.,	もう町を出たほうがいいかもね,It may be better to leave the town anymore,0.35714285714285715,0.7163691
Next Time,	次回 ヒデノリの兄が登場 ってどうでもいいか,Next time Hidenori's brother does not care about,0.2222222222222222,0.21379359
High School Boys and the Indoor Adventure,	男子高校生の日常は,Men's high school student's everyday,0.18181818181818185,0.5092399
Daily Lives of High School Boys was brought to you by the following sp-sponsors...,	ご覧のスポンサーの提供でお送りし しました イェー ホー,"Jaho, which was sent by offer of sponsor of view",0.13636363636363635,0.20857742
