"Well, taking breaks is kind of important, isn't it?",	大卒ですが浪人してるので今年24なんです,"It is a great place, but it is 24 this year because it is an enemy",0.14285714285714285,0.11276549
I'm going to take this job seriously!,	ここは基本的に窓口もやるから お客さん来たら出てね,It is basically the window is also going to come out here,0.1111111111111111,0.12157206
"That's great, Yamagami-san!",	ようこそ山神さん うちの係へ,Welcome to Yamagami-san,0.125,0.8245713
"Miyoshi-san, did you have any questions?",	よろしくお願いします 千早恵です,Thank you in advance,0.09090909090909093,0.1500644
"This is my first time working, so...",	山神…です,It is a mountain god ...,0.15384615384615385,0.10542341
I'm nervous.,	子育てで悩んでるんだけど,I'm troubled by child care,0.25,0.20440157
"That's not a question, it's more like she needs counseling.",	国民年金のことなんだけど,It is a national pension,0.125,0.014603434
"but that's normal coming straight from high school,",	どうも,Thanks,0.0,0.051304925
"But I wasn't admitted my first year, so I'm 24 now.",	だから仕事も教えられません,So I can not teach my job,0.16666666666666666,0.30750102
just all of you do your best in each of your areas!,	一体何をする係なんだ ここは,What do you do?,0.15384615384615385,0.28429356
"We also deal with clients personally,",	ちなみにもたつくとよく怒られます,"By the way, it is well angry with",0.14285714285714285,0.19769041
so please take care of them.,	はい 少々お待ちください,Yes Please wait a little,0.09090909090909093,0.27863678
O-Of course!,	すみません,excuse me,0.0,0.1331459
"Nice to meet you, too. Yamagami... is my name.",	いえ ちょっと言い過ぎました,It was too much to say,0.125,0.095409
Counter 19.,	山神くん,Yamami-kun,0.0,0.1590293
I want a maternity health record book.,	先輩 メアドゲットしちゃった,I've got a senior,0.18181818181818185,0.029263318
I'm sorry!,	もう読んだ 覚えた,I remembered reading already,0.14285714285714285,0.1567805
Seriously...,	な…何,... what,0.3333333333333333,0.3816349
"It's a boring job, huh?",	流れってなんだよ っていうか資料は,"It's a flow, or the material",0.3333333333333333,0.06886969
Name\N\N\N\N\N\N\N\N Address \N\N\N\N\N\N\N\N\N\N\N\NPhone Numbers,	なんか大変そうだな,Something is so very difficult,0.0,0.06673245
"Come to think of it,",	市民の話を聞くのも仕事だし,It is also a job to hear the talk of citizens,0.21428571428571427,0.13868478
I wonder how Hasebe-san and Miyoshi-san are doing.,	不安がってたけど ちゃんと窓口やってる,I was anxious but I'm doing a window,0.13333333333333333,0.026250664
Just sort of happened? Did you read the paperwork?,	お客さんの世間話に捕まってただけか,Just getting caught by the world's world,0.13333333333333333,0.14453948
Memorized it?,	メアド メアドでもいい ねぇねぇ,It is good with Mead Mead,0.14285714285714285,0.10512697
"Senpai, I have a question for you.",	って なんとかしなきゃ,I have to do something,0.16666666666666666,0.22336477
Y-Yes?,	長谷部さん,Hasebe,0.0,0.14930432
"So, there isn't anything I'm not good at.","{\pos(640,80)}	だからうちの嫁なんだけど",", so my daughter-in-law",0.14285714285714285,0.070977546
"Oh, look! Something I'm not good at!",	あの すみません 課長の机って,Sorry for that I'm sorry,0.15384615384615385,0.13895096
That looks like a handful.,	人としてダメな気がする,I feel like a person,0.2222222222222222,0.19152196
What about Miyoshi-san?,	どうですか 仕事のほうは,How about work,0.16666666666666666,0.08402616
"Oh, I see...",	ああ そこだよ,Oh yes there,0.14285714285714285,0.24815501
And my daughter-in-law is really useless...,	私 おばあさんにずっと捕まって世間話を…,I'm getting caught for my grandmother and I talk to the public ...,0.17647058823529413,0.3206992
"Is this even what I was supposed to be doing here, all this time?",	そっ そうなんですか,Is that right?,0.1176470588235294,0.26679495
She's gotten stuck listening to a client's long story.,	そうでしたね,that's right,0.07692307692307693,0.03578029
I need to help her!,	俺も 思ってたほどうまく行かないな,I'm not going well enough to think,0.16666666666666666,0.08387459
Miyoshi-chan.,	そっちか,There,0.0,0.17432632
Hasebe-san.,	山神さんは,Mr. Yamami,0.0,0.20237821
What a failure of a human being...,	ねぇ 長谷部さん,Hey Hayashi,0.0,0.16589043
Yamagami-san.,	19番になります,Become No. 19,0.2,0.11304967
Thanks for all your hard work. How are you guys finding the work?,	私たち 公務員向いてないんでしょうか,Do you not go to our public servants?,0.09523809523809523,0.047294956
Is that so?,	17番です,It is 17th,0.16666666666666666,0.1696302
Yeah. I haven't had much chance to slack off.,	初出勤ですしね,I'm going to work first,0.13333333333333333,0.2068249
"How about you, Yamagami-san?",	落ち着いたらどっと疲れが,"If you settle down, it will be tired",0.15384615384615385,0.13655654
I've even been scolded by a client.,	少し落ち着きましたね,I settled a little bit,0.16666666666666666,0.1449516
It's calmed down a bit.,	すごいですよ山神さん 憧れます,It is amazing.,0.2222222222222222,0.30185717
"Now that it's so calm, I'm feeling kind of tired.",	そういえば さっきもすごい気合入ってましたし,"Speaking of which, I was very happy",0.15789473684210525,0.16044477
You should relax a bit.,	私 そんな大雑把な印象,I have such a great impression,0.09090909090909093,0.20956238
I idolize you!,	これ預かって来たんだけど,I've got this,0.14285714285714285,0.08495373
Huh? Really?,	そろそろ休み時間か,Is it all off?,0.14285714285714285,0.20471644
and still finish up as fast as you!,	すみません 私 名前が変なもので 極力隠してて,"Excuse me, my name is strange and hidden as much as possible",0.1111111111111111,0.05520919
Not really.,	そういうことではなくてですね,That's not that,0.2,0.31779763
"I received your form, but...",	嫌そうな顔してましたよね,I had a disgusting face,0.09090909090909093,0.17214786
You didn't write your full name.,	気にしなくていいじゃん,You don't have to worry about,0.15384615384615385,0.18814157
"Yamagami-san,",	そういえば山神さん,"Speaking of that, Mr. Yamami",0.14285714285714285,0.4761923
"I'm sorry. My name's kind of weird,",	どんな名前がいいか 迷っちゃうね,I wonder what kind of name is good,0.26666666666666666,0.4162494
so I tend to hide it.,	いろんな名前を聞いたのはいいけど,It is good to hear a variety of names,0.14285714285714285,0.075469054
"Actually, the reason I decided to work for the ward office...",	付けられた名前が,The name attached,0.07142857142857142,0.043628495
was for revenge.,	現代版寿限無寿限無がいる,There is no modern version of life,0.0,0.034193587
So many names to choose from...,	昼休みだ,Lunch break,0.0,0.08821296
"Asking for name suggestions was a good idea, but...",	とにかくこの市のどこかにこんなスチャラカな名前を書いた出生届を,"Anyway, there is a return notice that wrote such a smile name somewhere in this city",0.125,0.3537868
We still don't know which one to choose!,	ああ 書き損じはないです オッケーです,Oh no writing is Ockey,0.0,0.063691564
Lucy...,	その人がホントにいいんですかって言ってくれたら,If you say that the person is really good,0.0,0.06820428
Shiori Rinne Yoshiho Ayano Tomika...,	例え戸籍住民課にはもういなくても,Even if there is no longer in the search group of residents,0.0,0.0017634106
"Oh, it's break time!",	復讐か,Is it revenge?,0.1,0.19172381
Someone in this city,	三好さん 三好さんはこの気持ち 分かってくれますよね,Miyoshi Miyama will understand this feeling,0.1111111111111111,0.15158808
Looks good.,	だって復讐,Revenge,0.0,0.14644893
Maybe then I wouldn't have ended up with a name like this.,	気安く下の名前で読まないでください,Please do not read it with the name under everything,0.09090909090909093,0.2246915
"Even if he isn't in the birth and residence certificate division,",	暴…暴力はよくないよ,Violence is not good,0.0625,0.024690043
"he must be working somewhere in this office, and...",	ま…まあ,Ma ... Well,0.07692307692307693,0.26406303
W-What?,	おはようございます,good morning,0.0,0.14587502
But what about my revenge?!,	おはようございます どうしたんですか 山神さん,"Good morning, what happened? Yamami",0.16666666666666666,0.17882167
Miyoshi-san!,	もう！！,Already!!,0.3333333333333333,0.20607646
"Now, let's go get lunch, Lucy!",	おはよう ルーシーちゃん,Good morning Lucy,0.09090909090909093,0.6132094
"Stop that, please!",	その愛 すごく重たいです,That love is very heavy,0.1111111111111111,0.058575887
Good morning!,	いいな 沙耶って名前,Good Saya and name,0.16666666666666666,0.21678995
I know you.,	何言ってもフォローにならないよ 三好ちゃん,I will not follow you about anything,0.2222222222222222,0.21049581
"Oh, boy...",	す…すみません,... sorry,0.2,0.42553103
Good morning.,	いいって 改めてよろしくな ルーシー,Good Lucy who is good once,0.14285714285714285,0.12360673
"I went to visit the other divisions earlier,",	だったらどう呼ばれたいのさ,"If so, how to call it",0.14285714285714285,0.0814754
That love is quite heavy...,	そうですよ,That's right,0.125,0.19618522
There must be others out there with names just as odd!,	フルネーム全部 ルーシー喜美子明江愛里史織倫弥由保ちほ,All full names Lucy Kami Miko Miko Miki Miki Miki Miki Miki Miki Hiroshi Oriho,0.05263157894736842,0.42238072
Sorry!,	書類を投げちゃダメだぞ 山神さん,I'm sorry I'm throwing a document,0.14285714285714285,0.29713908
I can't focus on my job unless I cheer up.,	苗字で呼べばいいじゃないですか,I should call it in my last name,0.1176470588235294,0.11974373
It's fine.,	ひどいやルーシ いくら公務員を恨んでるからって,It's because I hate the police officer how much,0.16666666666666666,0.078943014
"Once again, nice to meet you, Lucy.",	それ以前に長谷部さんは人間的になんか嫌です,"Prior to that, Mr. Hasegani hates something human beings",0.1176470588235294,0.05488801
Your whole name?,	山神さん 総務から届いたネームプレートです,It is a name plate that arrived from Yamami General Affairs,0.07142857142857142,0.19761439
Lucy Kimiko Akie Airi Shiori Rinne Yoshiho Chi—,	ルーシーってば,Lucy,0.125,0.583845
You're so mean Lucy.,	それでは失礼します,So you'll excuse me,0.2222222222222222,0.22946465
"No, I just don't like you as a person.",	少し慣れてきましたね 山神さん,I got used a little,0.13333333333333333,0.12295393
I just wanted to get along with my coworkers.,	怒られ慣れました,I got used to angry,0.15384615384615385,0.22999555
"Yamagami-san, the General Affairs Department's done your name tag.",	ですよね,That's right,0.07142857142857142,0.1109535
Health and Welfare Division: Welfare Benefits Section,	そして こうやって丸見えの職場で考え込んでいると,And if you are thinking about this at work,0.06666666666666668,0.13223638
"People back away from me, laugh at me,","{\pos(640,80)}	サボってでもお給料は出る","Even if Sabo, salary comes out",0.07142857142857142,0.024442066
"Looks like you're getting the hang of things, Yamagami-san.",	サボってるように見えて ますます嫌われます,It looks like you're looking forward to it,0.25,0.24148795
This is why I hate you civil servants!,	そのまま公務員のイメージになる,Become an image of civil servant as it is,0.125,0.6159363
I've gotten used to being scolded.,	また流れでメアドゲットしちゃった,I also got a Meadget,0.08333333333333333,0.10696232
Indeed.,	公務員が嫌われてる,Public employees are hated,0.0,0.018888915
People seem to really hate us civil servants.,	じゃあ 好かれてる公務員の人もいるんですか,Well then there are people who are liked civil servants?,0.1875,0.79345524
"and so, that's how people see civil servants!",	それでね この前なんてお嫁さんが,So this happened before the bride,0.0625,0.1210513
Stop it!,	じゃあね 沙耶ちゃん,Well then Saya-chan,0.0,0.1516538
Pretty much.,	どうもありがとうございました,Thank you very much,0.16666666666666666,0.01781767
Then is there anyone here that people like?,	つーかさ 公務員が嫌われるなんて当たり前じゃん,It is natural that Tsukasa government employee is hated,0.13333333333333333,0.18626405
"Well, I guess...",	じゃあ 少しは真面目に仕事しろよ,Well then I will work seriously,0.2222222222222222,0.18140721
"And then the other day, my daughter-in-law...",	息子がね…,My son ...,0.2,0.525685
"Oh, it's this late already?",	こんなのがいるから 市民に嫌われるんだろうな,"Because there is such a thing, it will be disliked by citizens",0.10526315789473684,-0.015910212
I got this document from here a while ago.,	お昼休み頂きます,I will take a lunch break,0.14285714285714285,0.031292398
I don't think that's what I meant.,	知ってる,I know,0.1,0.1308121
"I'll go, sir!",	いや 別にあたし怒ってるわけじゃないのよ,"No, I'm not angry",0.2,0.10572456
"Oh, excuse me...",	あ…あの 何か問題がございましたか,Oh ... Did you have any problems?,0.18181818181818185,0.22468884
Hold it!,	でもね 今の若い子といったらね,But it's a young child now,0.1111111111111111,0.18941323
"Oh, my!",	あっ そうそう あたし 介護認定を受けに来たんだけど,Oh yes I came to receive care certification,0.09090909090909093,0.0861672
I never said it was a problem.,	あら そうだったの,It was like that,0.2,0.13944048
is everything all right?,	お足元 大丈夫ですか,Are you all right?,0.42857142857142855,0.5654576
Thank you very much.,	ホント ありがとうございます,Thank you very much,0.8,0.89597684
It's an honor to be complimented by such a beautiful lady.,	助かるわ じゃあね,It will be saved,0.13333333333333333,0.11377943
"Oh, is that so?",	じゃあね ルーシー,Well then Lucy,0.0,0.20623066
"Oh, my...",	先の長谷部さん やっぱりサボろうとしたついでか,Mr. Hase department ahead of the previous Hase club,0.0,0.034382135
"You're a lifesaver, Hasebe-san.",	ちょっと,A little,0.125,0.13405013
"Yes, thank you so much.",	あっ はい,Yes,0.14285714285714285,0.43627164
Our job is nursing certification!,	ぼうっとしてて適当な仕事されたら困るのよ,I'm troubled if it is properly worked,0.07692307692307693,0.1420429
So that was just him slacking off. I'd better try not to be like that.,	ですよね そうなんですよ,That's right.,0.1111111111111111,0.20654643
"What's taking so long? Hurry up, will you?",	流れで仕事された方はたまったもんじゃないですよ,"If you were working in the flow, it's not a lot",0.14285714285714285,0.16220984
Looks good!,	よいしょ これよろしく,Good luck,0.25,0.3301084
That's why I hate civil servants!,	それはねぇよ 姉ちゃん,That's why my sister,0.3,0.20617999
"Oh, I'm so sorry!",	いや その えっと,No so,0.125,0.2003223
"Well, usually...",	これだから公務員は税金泥棒って言われんだよ,This is because public officials are said to be tax thieves,0.0,0.14434986
I lost it in front of a client.,	えっ どうしよう,Let's do it,0.08333333333333333,0.073690645
Not to mention...,	なし崩しに特例を許してしまうと,If you allow special cases to break,0.1,0.122135215
"Hey, can't you just do something about this?",	あ…ありがとうございます,"Oh, thank you very much",0.13333333333333333,0.13068445
I'm terribly sorry.,	恐れ入ります,I am sorry,0.3333333333333333,0.7151764
"Lucy, it's not good for you to get mad so easily.",	私も早く一人前にならないとダメですね,It is no good if I can not be alone earlier,0.13636363636363635,0.17238986
It was my fault for giving you another chance.,	ありがたい一言をくれてやろう,Thank you for giving me a word,0.21428571428571427,0.29585674
I need to be more professional quickly.,	俺見たいに肩の力抜いてやるよ,I want to see my shoulders,0.16666666666666666,0.2153748
What is it?,	なんですか,what is it,0.75,0.72516185
"For civil servants, taking scoldings is our number one job.",	先程はうちの者が失礼を,The person's one is rude,0.125,0.30318752
"So give up already, okay?",	だから諦めろ な,So I will give up,0.3333333333333333,0.7268212
Thank you for your help earlier.,	ありがとうございました,thank you,0.2857142857142857,0.272728
"What? Oh, okay.",	ああ いいって,Oh yeah,0.14285714285714285,0.35769838
But I'll still keep trying harder!,	でも私 もっと頑張ってみます,But I will try more hard,0.16666666666666666,0.74251735
I don't understand you at all.,	じゃあ わかった,Well then I understand,0.2,0.4599725
I'll register it under Lucy!,	呼ぶわけないじゃないですか,I can not call it,0.2,0.24746245
"Stop calling me Lucy, already!",	っていうかルーシーって呼ぶのをやめてください,Please stop calling Lucy,0.375,0.9249548
"Okay, I got it. You want me to be more like you, then?",	要は俺もお前と同じになればいいんだろう,The point is that I should be the same as you,0.13636363636363635,0.46540955
Blocked it this time!,	今度はガード,This time guard,0.3333333333333333,0.293955
I wouldn't want you to envy that.,	あんまりあれを羨んで欲しくないんだけど,I do not want so much and I do not want,0.14285714285714285,0.19455062
But Yamagami-san seems like...,	でも山神さんって,But Mr. Yamami,0.14285714285714285,0.5791957
This is the final straw!,	結構公務員向きですよね,It is a pretty place to go,0.08333333333333333,0.03478
"She said she has a grudge against civil servants,",	山神さんって 公務員恨んでるって言ってましたけど,Mr. Yamagami said that it was a public servant,0.125,0.28984654
"Fizzle, fizzle, one sip of soda.",じゃあ今から 走り回ったことについてお説教するからね,Well then I preach what I run around from now,0.0,0.077027716
